bin_name,slice,cluster_id,sct_ncount
bin-2158,56,5,5
bin-2177,56,5,5
bin-2178,56,1,1
bin-2179,56,1,1
bin-2180,56,1,1
bin-2181,56,1,1
bin-2182,56,11,11
bin-2183,56,4,4
bin-2184,56,4,4
bin-2185,56,1,1
bin-2186,56,1,1
bin-2187,56,1,1
bin-2188,56,13,13
bin-2189,56,5,5
bin-2190,56,4,4
bin-2191,56,11,11
bin-2192,56,21,21
bin-2193,56,1,1
bin-2194,56,12,12
bin-2195,56,4,4
bin-2196,56,1,1
bin-2197,56,1,1
bin-2198,56,4,4
bin-2199,56,1,1
bin-2200,56,1,1
bin-2201,56,5,5
bin-2202,56,4,4
bin-2203,56,2,2
bin-2224,56,5,5
bin-2225,56,1,1
bin-2226,56,1,1
bin-2227,56,1,1
bin-2228,56,4,4
bin-2229,56,4,4
bin-2230,56,1,1
bin-2231,56,1,1
bin-2232,56,11,11
bin-2233,56,21,21
bin-2234,56,5,5
bin-2235,56,1,1
bin-2236,56,1,1
bin-2237,56,5,5
bin-2238,56,27,27
bin-2239,56,27,27
bin-2240,56,1,1
bin-2241,56,4,4
bin-2242,56,1,1
bin-2243,56,1,1
bin-2244,56,1,1
bin-2245,56,1,1
bin-2246,56,1,1
bin-2247,56,6,6
bin-2248,56,5,5
bin-2271,56,23,23
bin-2272,56,1,1
bin-2273,56,8,8
bin-2274,56,1,1
bin-2275,56,1,1
bin-2276,56,1,1
bin-2277,56,1,1
bin-2278,56,5,5
bin-2284,56,6,6
bin-2285,56,19,19
bin-2286,56,5,5
bin-2287,56,5,5
bin-2288,56,5,5
bin-2289,56,8,8
bin-2290,56,1,1
bin-2291,56,5,5
bin-2292,56,16,16
bin-2293,56,2,2
bin-25,58,5,5
bin-26,58,5,5
bin-27,58,30,30
bin-28,58,0,0
bin-29,58,3,3
bin-30,58,13,13
bin-31,58,11,11
bin-32,58,23,23
bin-33,58,18,18
bin-34,58,5,5
bin-35,58,21,21
bin-72,58,24,24
bin-73,58,5,5
bin-74,58,5,5
bin-75,58,17,17
bin-76,58,0,0
bin-77,58,0,0
bin-78,58,2,2
bin-79,58,14,14
bin-80,58,2,2
bin-81,58,2,2
bin-82,58,2,2
bin-83,58,2,2
bin-84,58,21,21
bin-85,58,5,5
bin-119,58,11,11
bin-120,58,0,0
bin-121,58,35,35
bin-122,58,2,2
bin-123,58,2,2
bin-124,58,2,2
bin-125,58,2,2
bin-126,58,22,22
bin-127,58,1,1
bin-128,58,2,2
bin-129,58,2,2
bin-130,58,0,0
bin-131,58,2,2
bin-132,58,0,0
bin-133,58,19,19
bin-134,58,1,1
bin-135,58,6,6
bin-166,58,5,5
bin-167,58,0,0
bin-168,58,5,5
bin-169,58,2,2
bin-170,58,2,2
bin-171,58,0,0
bin-172,58,0,0
bin-173,58,0,0
bin-174,58,15,15
bin-175,58,14,14
bin-176,58,0,0
bin-177,58,0,0
bin-178,58,0,0
bin-179,58,22,22
bin-180,58,2,2
bin-181,58,2,2
bin-182,58,20,20
bin-183,58,2,2
bin-184,58,20,20
bin-214,58,13,13
bin-215,58,5,5
bin-216,58,2,2
bin-217,58,0,0
bin-218,58,0,0
bin-219,58,0,0
bin-220,58,30,30
bin-221,58,0,0
bin-222,58,0,0
bin-223,58,0,0
bin-224,58,0,0
bin-225,58,0,0
bin-226,58,0,0
bin-227,58,0,0
bin-228,58,0,0
bin-229,58,0,0
bin-230,58,2,2
bin-231,58,2,2
bin-232,58,0,0
bin-233,58,0,0
bin-234,58,15,15
bin-262,58,5,5
bin-263,58,5,5
bin-264,58,7,7
bin-265,58,2,2
bin-266,58,0,0
bin-267,58,0,0
bin-268,58,38,38
bin-269,58,0,0
bin-270,58,0,0
bin-271,58,0,0
bin-272,58,4,4
bin-273,58,0,0
bin-274,58,0,0
bin-275,58,0,0
bin-276,58,4,4
bin-277,58,0,0
bin-278,58,0,0
bin-279,58,0,0
bin-280,58,0,0
bin-281,58,0,0
bin-282,58,2,2
bin-283,58,26,26
bin-284,58,11,11
bin-311,58,0,0
bin-312,58,11,11
bin-313,58,1,1
bin-314,58,0,0
bin-315,58,8,8
bin-316,58,0,0
bin-317,58,0,0
bin-318,58,0,0
bin-319,58,0,0
bin-320,58,0,0
bin-321,58,11,11
bin-322,58,0,0
bin-323,58,0,0
bin-324,58,0,0
bin-325,58,6,6
bin-326,58,0,0
bin-327,58,0,0
bin-328,58,0,0
bin-329,58,2,2
bin-330,58,0,0
bin-331,58,2,2
bin-332,58,2,2
bin-333,58,0,0
bin-334,58,5,5
bin-360,58,0,0
bin-361,58,2,2
bin-362,58,2,2
bin-363,58,0,0
bin-364,58,0,0
bin-365,58,0,0
bin-366,58,0,0
bin-367,58,27,27
bin-368,58,0,0
bin-369,58,0,0
bin-370,58,0,0
bin-371,58,0,0
bin-372,58,0,0
bin-373,58,0,0
bin-374,58,0,0
bin-375,58,19,19
bin-376,58,0,0
bin-377,58,0,0
bin-378,58,0,0
bin-379,58,0,0
bin-380,58,2,2
bin-381,58,2,2
bin-382,58,0,0
bin-383,58,23,23
bin-384,58,5,5
bin-409,58,0,0
bin-410,58,0,0
bin-411,58,7,7
bin-412,58,0,0
bin-413,58,2,2
bin-414,58,0,0
bin-415,58,0,0
bin-416,58,0,0
bin-417,58,0,0
bin-418,58,0,0
bin-419,58,0,0
bin-420,58,0,0
bin-421,58,0,0
bin-422,58,0,0
bin-423,58,0,0
bin-424,58,0,0
bin-425,58,0,0
bin-426,58,0,0
bin-427,58,0,0
bin-428,58,0,0
bin-429,58,0,0
bin-430,58,2,2
bin-431,58,11,11
bin-432,58,13,13
bin-433,58,19,19
bin-457,58,5,5
bin-458,58,13,13
bin-459,58,7,7
bin-460,58,12,12
bin-461,58,0,0
bin-462,58,0,0
bin-463,58,0,0
bin-464,58,0,0
bin-465,58,0,0
bin-466,58,0,0
bin-467,58,0,0
bin-468,58,0,0
bin-469,58,0,0
bin-470,58,0,0
bin-471,58,0,0
bin-472,58,0,0
bin-473,58,0,0
bin-474,58,3,3
bin-475,58,0,0
bin-476,58,0,0
bin-477,58,6,6
bin-478,58,0,0
bin-479,58,2,2
bin-480,58,0,0
bin-481,58,7,7
bin-482,58,5,5
bin-483,58,6,6
bin-505,58,6,6
bin-506,58,0,0
bin-507,58,13,13
bin-508,58,7,7
bin-509,58,0,0
bin-510,58,0,0
bin-511,58,0,0
bin-512,58,0,0
bin-513,58,0,0
bin-514,58,8,8
bin-515,58,1,1
bin-516,58,0,0
bin-517,58,0,0
bin-518,58,0,0
bin-519,58,0,0
bin-520,58,4,4
bin-521,58,12,12
bin-522,58,0,0
bin-523,58,1,1
bin-524,58,13,13
bin-525,58,0,0
bin-526,58,0,0
bin-527,58,0,0
bin-528,58,0,0
bin-529,58,0,0
bin-530,58,2,2
bin-531,58,2,2
bin-532,58,5,5
bin-533,58,0,0
bin-553,58,21,21
bin-554,58,35,35
bin-555,58,2,2
bin-556,58,0,0
bin-557,58,0,0
bin-558,58,33,33
bin-559,58,9,9
bin-560,58,0,0
bin-561,58,0,0
bin-562,58,0,0
bin-563,58,0,0
bin-564,58,0,0
bin-565,58,0,0
bin-566,58,0,0
bin-567,58,0,0
bin-568,58,0,0
bin-569,58,0,0
bin-570,58,33,33
bin-571,58,0,0
bin-572,58,0,0
bin-573,58,0,0
bin-574,58,0,0
bin-575,58,0,0
bin-576,58,0,0
bin-577,58,0,0
bin-578,58,0,0
bin-579,58,0,0
bin-580,58,2,2
bin-581,58,0,0
bin-582,58,20,20
bin-583,58,5,5
bin-597,58,5,5
bin-598,58,6,6
bin-599,58,11,11
bin-600,58,1,1
bin-601,58,5,5
bin-602,58,25,25
bin-603,58,2,2
bin-604,58,0,0
bin-605,58,2,2
bin-606,58,0,0
bin-607,58,0,0
bin-608,58,0,0
bin-609,58,0,0
bin-610,58,0,0
bin-611,58,0,0
bin-612,58,0,0
bin-613,58,0,0
bin-614,58,4,4
bin-615,58,0,0
bin-616,58,24,24
bin-617,58,0,0
bin-618,58,0,0
bin-619,58,0,0
bin-620,58,0,0
bin-621,58,30,30
bin-622,58,0,0
bin-623,58,0,0
bin-624,58,0,0
bin-625,58,0,0
bin-626,58,13,13
bin-627,58,0,0
bin-628,58,0,0
bin-629,58,0,0
bin-630,58,2,2
bin-631,58,2,2
bin-632,58,5,5
bin-643,58,12,12
bin-644,58,20,20
bin-645,58,19,19
bin-646,58,1,1
bin-647,58,33,33
bin-648,58,1,1
bin-649,58,5,5
bin-650,58,11,11
bin-651,58,18,18
bin-652,58,2,2
bin-653,58,0,0
bin-654,58,0,0
bin-655,58,0,0
bin-656,58,0,0
bin-657,58,4,4
bin-658,58,0,0
bin-659,58,0,0
bin-660,58,0,0
bin-661,58,0,0
bin-662,58,0,0
bin-663,58,2,2
bin-664,58,0,0
bin-665,58,0,0
bin-666,58,23,23
bin-667,58,0,0
bin-668,58,0,0
bin-669,58,0,0
bin-670,58,0,0
bin-671,58,0,0
bin-672,58,0,0
bin-673,58,6,6
bin-674,58,0,0
bin-675,58,1,1
bin-676,58,0,0
bin-677,58,2,2
bin-678,58,0,0
bin-679,58,2,2
bin-680,58,0,0
bin-681,58,23,23
bin-682,58,17,17
bin-691,58,5,5
bin-692,58,5,5
bin-693,58,8,8
bin-694,58,4,4
bin-695,58,4,4
bin-696,58,1,1
bin-697,58,1,1
bin-698,58,1,1
bin-699,58,5,5
bin-700,58,5,5
bin-701,58,0,0
bin-702,58,1,1
bin-703,58,0,0
bin-704,58,0,0
bin-705,58,0,0
bin-706,58,0,0
bin-707,58,0,0
bin-708,58,0,0
bin-709,58,0,0
bin-710,58,0,0
bin-711,58,0,0
bin-712,58,0,0
bin-713,58,0,0
bin-714,58,0,0
bin-715,58,0,0
bin-716,58,0,0
bin-717,58,0,0
bin-718,58,0,0
bin-719,58,0,0
bin-720,58,0,0
bin-721,58,0,0
bin-722,58,0,0
bin-723,58,0,0
bin-724,58,0,0
bin-725,58,0,0
bin-726,58,0,0
bin-727,58,0,0
bin-728,58,2,2
bin-729,58,2,2
bin-730,58,2,2
bin-731,58,7,7
bin-738,58,5,5
bin-739,58,4,4
bin-740,58,5,5
bin-741,58,1,1
bin-742,58,1,1
bin-743,58,1,1
bin-744,58,4,4
bin-745,58,4,4
bin-746,58,1,1
bin-747,58,1,1
bin-748,58,11,11
bin-749,58,21,21
bin-750,58,2,2
bin-751,58,0,0
bin-752,58,33,33
bin-753,58,0,0
bin-754,58,8,8
bin-755,58,0,0
bin-756,58,1,1
bin-757,58,4,4
bin-758,58,0,0
bin-759,58,31,31
bin-760,58,0,0
bin-761,58,1,1
bin-762,58,0,0
bin-763,58,14,14
bin-764,58,0,0
bin-765,58,0,0
bin-766,58,0,0
bin-767,58,0,0
bin-768,58,0,0
bin-769,58,0,0
bin-770,58,0,0
bin-771,58,0,0
bin-772,58,0,0
bin-773,58,0,0
bin-774,58,0,0
bin-775,58,1,1
bin-776,58,0,0
bin-777,58,0,0
bin-778,58,0,0
bin-779,58,2,2
bin-780,58,2,2
bin-787,58,33,33
bin-788,58,1,1
bin-789,58,1,1
bin-790,58,4,4
bin-791,58,1,1
bin-792,58,1,1
bin-793,58,4,4
bin-794,58,4,4
bin-795,58,1,1
bin-796,58,1,1
bin-797,58,17,17
bin-798,58,5,5
bin-799,58,2,2
bin-800,58,0,0
bin-801,58,0,0
bin-802,58,9,9
bin-803,58,25,25
bin-804,58,17,17
bin-805,58,22,22
bin-806,58,4,4
bin-807,58,25,25
bin-808,58,0,0
bin-809,58,0,0
bin-810,58,0,0
bin-811,58,0,0
bin-812,58,16,16
bin-813,58,0,0
bin-814,58,0,0
bin-815,58,0,0
bin-816,58,0,0
bin-817,58,0,0
bin-818,58,0,0
bin-819,58,0,0
bin-820,58,0,0
bin-821,58,0,0
bin-822,58,0,0
bin-823,58,0,0
bin-824,58,0,0
bin-825,58,0,0
bin-826,58,0,0
bin-827,58,0,0
bin-828,58,2,2
bin-829,58,2,2
bin-830,58,15,15
bin-835,58,5,5
bin-836,58,7,7
bin-837,58,1,1
bin-838,58,1,1
bin-839,58,7,7
bin-840,58,4,4
bin-841,58,4,4
bin-842,58,4,4
bin-843,58,4,4
bin-844,58,1,1
bin-845,58,1,1
bin-846,58,11,11
bin-847,58,1,1
bin-848,58,2,2
bin-849,58,0,0
bin-850,58,0,0
bin-851,58,0,0
bin-852,58,0,0
bin-853,58,0,0
bin-854,58,0,0
bin-855,58,0,0
bin-856,58,0,0
bin-857,58,0,0
bin-858,58,31,31
bin-859,58,0,0
bin-860,58,0,0
bin-861,58,0,0
bin-862,58,0,0
bin-863,58,0,0
bin-864,58,0,0
bin-865,58,0,0
bin-866,58,0,0
bin-867,58,0,0
bin-868,58,0,0
bin-869,58,0,0
bin-870,58,11,11
bin-871,58,0,0
bin-872,58,0,0
bin-873,58,0,0
bin-874,58,0,0
bin-875,58,0,0
bin-876,58,6,6
bin-877,58,2,2
bin-878,58,2,2
bin-879,58,2,2
bin-880,58,0,0
bin-883,58,22,22
bin-884,58,11,11
bin-885,58,4,4
bin-886,58,1,1
bin-887,58,1,1
bin-888,58,1,1
bin-889,58,4,4
bin-890,58,4,4
bin-891,58,4,4
bin-892,58,1,1
bin-893,58,1,1
bin-894,58,17,17
bin-895,58,28,28
bin-896,58,2,2
bin-897,58,39,39
bin-898,58,2,2
bin-899,58,0,0
bin-900,58,0,0
bin-901,58,16,16
bin-902,58,24,24
bin-903,58,0,0
bin-904,58,24,24
bin-905,58,0,0
bin-906,58,10,10
bin-907,58,0,0
bin-908,58,0,0
bin-909,58,0,0
bin-910,58,0,0
bin-911,58,0,0
bin-912,58,0,0
bin-913,58,0,0
bin-914,58,0,0
bin-915,58,0,0
bin-916,58,0,0
bin-917,58,0,0
bin-918,58,0,0
bin-919,58,0,0
bin-920,58,0,0
bin-921,58,0,0
bin-922,58,18,18
bin-923,58,0,0
bin-924,58,0,0
bin-925,58,0,0
bin-926,58,0,0
bin-927,58,2,2
bin-928,58,2,2
bin-929,58,15,15
bin-931,58,1,1
bin-932,58,13,13
bin-933,58,1,1
bin-934,58,1,1
bin-935,58,4,4
bin-936,58,2,2
bin-937,58,4,4
bin-938,58,4,4
bin-939,58,4,4
bin-940,58,4,4
bin-941,58,1,1
bin-942,58,1,1
bin-943,58,1,1
bin-944,58,1,1
bin-945,58,21,21
bin-946,58,2,2
bin-947,58,2,2
bin-948,58,0,0
bin-949,58,0,0
bin-950,58,0,0
bin-951,58,27,27
bin-952,58,0,0
bin-953,58,0,0
bin-954,58,0,0
bin-955,58,0,0
bin-956,58,0,0
bin-957,58,0,0
bin-958,58,0,0
bin-959,58,0,0
bin-960,58,0,0
bin-961,58,0,0
bin-962,58,0,0
bin-963,58,16,16
bin-964,58,0,0
bin-965,58,0,0
bin-966,58,0,0
bin-967,58,0,0
bin-968,58,0,0
bin-969,58,0,0
bin-970,58,0,0
bin-971,58,25,25
bin-972,58,0,0
bin-973,58,5,5
bin-974,58,0,0
bin-975,58,0,0
bin-976,58,2,2
bin-977,58,2,2
bin-978,58,2,2
bin-979,58,2,2
bin-980,58,1,1
bin-981,58,1,1
bin-982,58,4,4
bin-983,58,1,1
bin-984,58,4,4
bin-985,58,4,4
bin-986,58,4,4
bin-987,58,4,4
bin-988,58,4,4
bin-989,58,1,1
bin-990,58,4,4
bin-991,58,4,4
bin-992,58,0,0
bin-993,58,1,1
bin-994,58,1,1
bin-995,58,0,0
bin-996,58,0,0
bin-997,58,2,2
bin-998,58,35,35
bin-999,58,6,6
bin-1000,58,0,0
bin-1001,58,0,0
bin-1002,58,0,0
bin-1003,58,0,0
bin-1004,58,0,0
bin-1005,58,0,0
bin-1006,58,0,0
bin-1007,58,0,0
bin-1008,58,0,0
bin-1009,58,0,0
bin-1010,58,0,0
bin-1011,58,0,0
bin-1012,58,0,0
bin-1013,58,0,0
bin-1014,58,0,0
bin-1015,58,0,0
bin-1016,58,0,0
bin-1017,58,0,0
bin-1018,58,0,0
bin-1019,58,0,0
bin-1020,58,0,0
bin-1021,58,0,0
bin-1022,58,0,0
bin-1023,58,0,0
bin-1024,58,0,0
bin-1025,58,2,2
bin-1026,58,2,2
bin-1027,58,0,0
bin-1028,58,31,31
bin-1029,58,1,1
bin-1030,58,28,28
bin-1031,58,1,1
bin-1032,58,4,4
bin-1033,58,4,4
bin-1034,58,4,4
bin-1035,58,4,4
bin-1036,58,4,4
bin-1037,58,4,4
bin-1038,58,4,4
bin-1039,58,1,1
bin-1040,58,4,4
bin-1041,58,1,1
bin-1042,58,7,7
bin-1043,58,17,17
bin-1044,58,0,0
bin-1045,58,2,2
bin-1046,58,0,0
bin-1047,58,0,0
bin-1048,58,14,14
bin-1049,58,0,0
bin-1050,58,0,0
bin-1051,58,0,0
bin-1052,58,0,0
bin-1053,58,0,0
bin-1054,58,0,0
bin-1055,58,0,0
bin-1056,58,0,0
bin-1057,58,0,0
bin-1058,58,0,0
bin-1059,58,15,15
bin-1060,58,0,0
bin-1061,58,0,0
bin-1062,58,0,0
bin-1063,58,0,0
bin-1064,58,0,0
bin-1065,58,0,0
bin-1066,58,0,0
bin-1067,58,0,0
bin-1068,58,0,0
bin-1069,58,0,0
bin-1070,58,0,0
bin-1071,58,0,0
bin-1072,58,0,0
bin-1073,58,0,0
bin-1074,58,2,2
bin-1075,58,2,2
bin-1076,58,2,2
bin-1077,58,33,33
bin-1078,58,1,1
bin-1079,58,1,1
bin-1080,58,1,1
bin-1081,58,1,1
bin-1082,58,4,4
bin-1083,58,1,1
bin-1084,58,1,1
bin-1085,58,4,4
bin-1086,58,4,4
bin-1087,58,4,4
bin-1088,58,4,4
bin-1089,58,1,1
bin-1090,58,1,1
bin-1091,58,1,1
bin-1092,58,1,1
bin-1093,58,3,3
bin-1094,58,2,2
bin-1095,58,0,0
bin-1096,58,0,0
bin-1097,58,0,0
bin-1098,58,0,0
bin-1099,58,24,24
bin-1100,58,0,0
bin-1101,58,0,0
bin-1102,58,0,0
bin-1103,58,0,0
bin-1104,58,1,1
bin-1105,58,0,0
bin-1106,58,0,0
bin-1107,58,0,0
bin-1108,58,0,0
bin-1109,58,24,24
bin-1110,58,24,24
bin-1111,58,12,12
bin-1112,58,0,0
bin-1113,58,0,0
bin-1114,58,0,0
bin-1115,58,0,0
bin-1116,58,0,0
bin-1117,58,0,0
bin-1118,58,0,0
bin-1119,58,0,0
bin-1120,58,0,0
bin-1121,58,0,0
bin-1122,58,8,8
bin-1123,58,0,0
bin-1124,58,2,2
bin-1125,58,2,2
bin-1126,58,2,2
bin-1127,58,1,1
bin-1128,58,1,1
bin-1129,58,4,4
bin-1130,58,1,1
bin-1131,58,4,4
bin-1132,58,0,0
bin-1133,58,1,1
bin-1134,58,1,1
bin-1135,58,4,4
bin-1136,58,33,33
bin-1137,58,1,1
bin-1138,58,1,1
bin-1139,58,1,1
bin-1140,58,1,1
bin-1141,58,14,14
bin-1142,58,2,2
bin-1143,58,2,2
bin-1144,58,0,0
bin-1145,58,0,0
bin-1146,58,0,0
bin-1147,58,0,0
bin-1148,58,0,0
bin-1149,58,0,0
bin-1150,58,0,0
bin-1151,58,0,0
bin-1152,58,0,0
bin-1153,58,14,14
bin-1154,58,0,0
bin-1155,58,0,0
bin-1156,58,0,0
bin-1157,58,0,0
bin-1158,58,0,0
bin-1159,58,0,0
bin-1160,58,0,0
bin-1161,58,0,0
bin-1162,58,0,0
bin-1163,58,0,0
bin-1164,58,0,0
bin-1165,58,1,1
bin-1166,58,0,0
bin-1167,58,0,0
bin-1168,58,0,0
bin-1169,58,0,0
bin-1170,58,0,0
bin-1171,58,0,0
bin-1172,58,0,0
bin-1173,58,2,2
bin-1174,58,2,2
bin-1175,58,2,2
bin-1176,58,1,1
bin-1177,58,1,1
bin-1178,58,1,1
bin-1179,58,8,8
bin-1180,58,1,1
bin-1181,58,1,1
bin-1182,58,1,1
bin-1183,58,4,4
bin-1184,58,4,4
bin-1185,58,1,1
bin-1186,58,1,1
bin-1187,58,1,1
bin-1188,58,1,1
bin-1189,58,1,1
bin-1190,58,1,1
bin-1191,58,0,0
bin-1192,58,2,2
bin-1193,58,0,0
bin-1194,58,0,0
bin-1195,58,0,0
bin-1196,58,0,0
bin-1197,58,0,0
bin-1198,58,0,0
bin-1199,58,0,0
bin-1200,58,0,0
bin-1201,58,0,0
bin-1202,58,23,23
bin-1203,58,11,11
bin-1204,58,0,0
bin-1205,58,0,0
bin-1206,58,16,16
bin-1207,58,0,0
bin-1208,58,0,0
bin-1209,58,4,4
bin-1210,58,0,0
bin-1211,58,0,0
bin-1212,58,0,0
bin-1213,58,0,0
bin-1214,58,0,0
bin-1215,58,0,0
bin-1216,58,0,0
bin-1217,58,0,0
bin-1218,58,0,0
bin-1219,58,0,0
bin-1220,58,0,0
bin-1221,58,2,2
bin-1222,58,2,2
bin-1223,58,2,2
bin-1224,58,2,2
bin-1225,58,29,29
bin-1226,58,1,1
bin-1227,58,1,1
bin-1228,58,1,1
bin-1229,58,4,4
bin-1230,58,1,1
bin-1231,58,13,13
bin-1232,58,1,1
bin-1233,58,4,4
bin-1234,58,1,1
bin-1235,58,1,1
bin-1236,58,1,1
bin-1237,58,1,1
bin-1238,58,1,1
bin-1239,58,1,1
bin-1240,58,1,1
bin-1241,58,2,2
bin-1242,58,0,0
bin-1243,58,2,2
bin-1244,58,0,0
bin-1245,58,0,0
bin-1246,58,0,0
bin-1247,58,0,0
bin-1248,58,0,0
bin-1249,58,0,0
bin-1250,58,29,29
bin-1251,58,0,0
bin-1252,58,0,0
bin-1253,58,0,0
